nodes,group_size,rep,mode,payload_bytes,op_id,root,group_idx,size,legs,start_ns,complete_ns,duration_ns,matrix_path,link_crosses
16,2,108,baseline,,1,3,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r108.cm,7
16,2,108,mcast,,1,3,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r108.cm,7
16,2,109,baseline,,1,11,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r109.cm,11
16,2,109,mcast,,1,11,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r109.cm,11
16,2,110,baseline,,1,13,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r110.cm,11
16,2,110,mcast,,1,13,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r110.cm,11
16,2,111,baseline,,1,11,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r111.cm,11
16,2,111,mcast,,1,11,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r111.cm,11
16,2,112,baseline,,1,11,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r112.cm,11
16,2,112,mcast,,1,11,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r112.cm,11
16,2,113,baseline,,1,8,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r113.cm,11
16,2,113,mcast,,1,8,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r113.cm,11
16,2,114,baseline,,1,5,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r114.cm,11
16,2,114,mcast,,1,5,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r114.cm,11
16,2,115,baseline,,1,5,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r115.cm,11
16,2,115,mcast,,1,5,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r115.cm,11
16,2,116,baseline,,1,13,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r116.cm,11
16,2,116,mcast,,1,13,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r116.cm,11
